Gene	Length
Pmea_00010341	2805
Pmea_00010342	10500
Pmea_00010343	192
Pmea_00010344	6594
Pmea_00010345	990
Pmea_00010346	6135
Pmea_00010347	10344
Pmea_00010348	6153
Pmea_00010349	10029
Pmea_00010350	6255
Pmea_00010351	9630
Pmea_00010352	963
Pmea_00010353	219
Pmea_00010354	921
Pmea_00010355	1350
Pmea_00010356	342
Pmea_00010357	1128
Pmea_00010358	2538
Pmea_00010359	495
Pmea_00010360	1830
Pmea_00010361	969
Pmea_00010362	903
Pmea_00010363	5052
Pmea_00010364	3636
Pmea_00010365	657
Pmea_00010366	3282
Pmea_00010367	1926
Pmea_00010368	255
Pmea_00010369	1413
Pmea_00010370	348
Pmea_00010371	2385
Pmea_00010372	255
Pmea_00010373	807
Pmea_00010374	645
Pmea_00010375	618
Pmea_00010376	1548
Pmea_00010377	552
Pmea_00010378	1221
Pmea_00010379	1344
Pmea_00010380	198
Pmea_00010381	1734
Pmea_00010382	1527
Pmea_00010383	633
Pmea_00010384	951
Pmea_00010385	192
Pmea_00010386	741
Pmea_00010387	303
Pmea_00010388	2019
Pmea_00010389	1014
Pmea_00010390	375
Pmea_00010391	477
Pmea_00010392	435
Pmea_00010393	1392
Pmea_00010394	255
Pmea_00010395	411
Pmea_00010396	492
Pmea_00010397	504
Pmea_00010398	2838
Pmea_00010399	513
Pmea_00010400	1002
Pmea_00010401	633
Pmea_00010402	291
Pmea_00010403	1575
Pmea_00010404	639
Pmea_00010405	2262
Pmea_00010406	1764
Pmea_00010407	768
Pmea_00010408	687
Pmea_00010409	312
Pmea_00010410	231
Pmea_00010411	438
Pmea_00010412	849
Pmea_00010413	1578
Pmea_00010414	936
Pmea_00010415	4449
Pmea_00010416	4116
Pmea_00010417	4242
Pmea_00010418	11952
Pmea_00010419	1722
Pmea_00010420	2172
Pmea_00010421	3693
Pmea_00010422	4623
Pmea_00010423	2565
Pmea_00010424	186
Pmea_00010425	4002
Pmea_00010426	2931
Pmea_00010427	3111
Pmea_00010428	552
Pmea_00010429	5571
Pmea_00010430	6873
Pmea_00010431	3498
Pmea_00010432	1284
Pmea_00010433	1383
Pmea_00010434	1857
Pmea_00010435	447
Pmea_00010436	501
Pmea_00010437	471
Pmea_00010438	567
Pmea_00010439	930
Pmea_00010440	1467
Pmea_00010441	1506
Pmea_00010442	3846
Pmea_00010443	873
Pmea_00010444	1125
Pmea_00010445	756
Pmea_00010446	396
Pmea_00010447	453
Pmea_00010448	7434
Pmea_00010449	1857
Pmea_00010450	2139
Pmea_00010451	1446
Pmea_00010452	6900
Pmea_00010453	3711
Pmea_00010454	1134
Pmea_00010455	10038
Pmea_00010456	729
Pmea_00010457	1773
Pmea_00010458	1515
Pmea_00010459	2568
Pmea_00010460	2325
Pmea_00010461	837
Pmea_00010462	1227
Pmea_00010463	1365
Pmea_00010464	573
Pmea_00010465	849
Pmea_00010466	390
Pmea_00010467	3492
Pmea_00010468	1002
Pmea_00010469	2451
Pmea_00010470	552
Pmea_00010471	1002
Pmea_00010472	663
Pmea_00010473	1284
Pmea_00010474	678
Pmea_00010475	2718
Pmea_00010476	153
Pmea_00010477	927
Pmea_00010478	2463
Pmea_00010479	429
Pmea_00010480	1056
Pmea_00010481	540
Pmea_00010482	294
Pmea_00010483	1890
Pmea_00010484	1230
Pmea_00010485	1242
Pmea_00010486	1476
Pmea_00010487	4746
Pmea_00010488	636
Pmea_00010489	996
Pmea_00010490	582
Pmea_00010491	3207
Pmea_00010492	582
Pmea_00010493	573
Pmea_00010494	855
Pmea_00010495	657
Pmea_00010496	198
Pmea_00010497	1296
Pmea_00010498	159
Pmea_00010499	3027
Pmea_00010500	834
Pmea_00010501	1596
Pmea_00010502	3009
Pmea_00010503	1623
Pmea_00010504	384
Pmea_00010505	612
Pmea_00010506	369
Pmea_00010507	1548
Pmea_00010508	3165
Pmea_00010509	384
Pmea_00010510	264
Pmea_00010511	204
Pmea_00010512	264
Pmea_00010513	399
Pmea_00010514	357
Pmea_00010515	345
Pmea_00010516	510
Pmea_00010517	501
Pmea_00010518	384
Pmea_00010519	435
Pmea_00010520	402
Pmea_00010521	1047
Pmea_00010522	408
Pmea_00010523	1047
Pmea_00010524	4923
Pmea_00010525	579
Pmea_00010526	1284
Pmea_00010527	660
Pmea_00010528	336
Pmea_00010529	4320
Pmea_00010530	165
Pmea_00010531	1032
Pmea_00010532	378
Pmea_00010533	420
Pmea_00010534	759
Pmea_00010535	495
Pmea_00010536	1113
Pmea_00010537	525
Pmea_00010538	411
Pmea_00010539	561
Pmea_00010540	525
Pmea_00010541	522
Pmea_00010542	996
Pmea_00010543	450
Pmea_00010544	957
Pmea_00010545	384
Pmea_00010546	510
Pmea_00010547	1206
Pmea_00010548	10866
Pmea_00010549	1191
Pmea_00010550	987
Pmea_00010551	417
Pmea_00010552	4887
Pmea_00010553	1056
Pmea_00010554	195
Pmea_00010555	3528
Pmea_00010556	4260
Pmea_00010557	591
Pmea_00010558	1365
Pmea_00010559	3042
Pmea_00010560	7407
Pmea_00010561	3828
Pmea_00010562	6177
Pmea_00010563	666
Pmea_00010564	375
Pmea_00010565	1248
Pmea_00010566	5853
Pmea_00010567	1662
Pmea_00010568	4005
Pmea_00010569	1230
Pmea_00010570	663
Pmea_00010571	1266
Pmea_00010572	11655
Pmea_00010573	699
Pmea_00010574	915
Pmea_00010575	14514
Pmea_00010576	2175
Pmea_00010577	651
Pmea_00010578	822
Pmea_00010579	2490
Pmea_00010580	2751
Pmea_00010581	765
Pmea_00010582	669
Pmea_00010583	2187
Pmea_00010584	1068
Pmea_00010585	390
Pmea_00010586	1068
Pmea_00010587	3318
Pmea_00010588	228
Pmea_00010589	2406
Pmea_00010590	1041
Pmea_00010591	2004
Pmea_00010592	2007
Pmea_00010593	879
Pmea_00010594	408
Pmea_00010595	696
Pmea_00010596	801
Pmea_00010597	213
Pmea_00010598	1653
Pmea_00010599	1668
Pmea_00010600	1323
Pmea_00010601	393
Pmea_00010602	537
Pmea_00010603	438
Pmea_00010604	924
Pmea_00010605	1692
Pmea_00010606	495
Pmea_00010607	957
Pmea_00010608	1182
Pmea_00010609	1398
Pmea_00010610	1260
Pmea_00010611	627
Pmea_00010612	849
Pmea_00010613	486
Pmea_00010614	1407
Pmea_00010615	876
Pmea_00010616	1452
Pmea_00010617	936
Pmea_00010618	1668
Pmea_00010619	1728
Pmea_00010620	309
Pmea_00010621	165
Pmea_00010622	1632
Pmea_00010623	1689
Pmea_00010624	1689
Pmea_00010625	4959
Pmea_00010626	1488
Pmea_00010627	2325
Pmea_00010628	2229
Pmea_00010629	2517
Pmea_00010630	2226
Pmea_00010631	4605
Pmea_00010632	4536
Pmea_00010633	2259
Pmea_00010634	666
Pmea_00010635	1200
Pmea_00010636	477
Pmea_00010637	3462
Pmea_00010638	636
Pmea_00010639	306
Pmea_00010640	2817
Pmea_00010641	258
Pmea_00010642	489
Pmea_00010643	1014
Pmea_00010644	486
Pmea_00010645	591
Pmea_00010646	1398
Pmea_00010647	2751
Pmea_00010648	2988
Pmea_00010649	1020
Pmea_00010650	1002
Pmea_00010651	3843
Pmea_00010652	3513
Pmea_00010653	768
Pmea_00010654	723
Pmea_00010655	942
Pmea_00010656	2022
Pmea_00010657	1551
Pmea_00010658	882
Pmea_00010659	990
Pmea_00010660	438
Pmea_00010661	405
Pmea_00010662	1509
Pmea_00010663	600
Pmea_00010664	990
Pmea_00010665	240
Pmea_00010666	1629
Pmea_00010667	177
Pmea_00010668	240
Pmea_00010669	1884
Pmea_00010670	483
Pmea_00010671	135
Pmea_00010672	210
Pmea_00010673	651
Pmea_00010674	1980
Pmea_00010675	1884
Pmea_00010676	438
Pmea_00010677	312
Pmea_00010678	777
Pmea_00010679	600
Pmea_00010680	1329
Pmea_00010681	3048
Pmea_00010682	3282
Pmea_00010683	210
Pmea_00010684	7245
Pmea_00010685	4269
Pmea_00010686	2508
Pmea_00010687	684
Pmea_00010688	717
Pmea_00010689	3396
Pmea_00010690	414
Pmea_00010691	147
Pmea_00010692	1827
Pmea_00010693	1629
Pmea_00010694	1911
Pmea_00010695	813
Pmea_00010696	561
Pmea_00010697	1842
Pmea_00010698	1467
Pmea_00010699	1569
Pmea_00010700	951
Pmea_00010701	675
Pmea_00010702	1263
Pmea_00010703	2226
Pmea_00010704	945
Pmea_00010705	555
Pmea_00010706	207
Pmea_00010707	249
Pmea_00010708	1392
Pmea_00010709	4929
Pmea_00010710	1512
Pmea_00010711	906
Pmea_00010712	1011
Pmea_00010713	3456
Pmea_00010714	834
Pmea_00010715	402
Pmea_00010716	3819
Pmea_00010717	4254
Pmea_00010718	1482
Pmea_00010719	3357
Pmea_00010720	411
Pmea_00010721	2118
Pmea_00010722	1419
Pmea_00010723	2190
Pmea_00010724	852
Pmea_00010725	1617
Pmea_00010726	996
Pmea_00010727	240
Pmea_00010728	1206
Pmea_00010729	228
Pmea_00010730	1683
Pmea_00010731	5124
Pmea_00010732	1323
Pmea_00010733	696
Pmea_00010734	687
Pmea_00010735	2127
Pmea_00010736	3882
Pmea_00010737	5298
Pmea_00010738	1053
Pmea_00010739	210
Pmea_00010740	1440
Pmea_00010741	1521
Pmea_00010742	357
Pmea_00010743	615
Pmea_00010744	5442
Pmea_00010745	2874
Pmea_00010746	1362
Pmea_00010747	1719
Pmea_00010748	1542
Pmea_00010749	2028
Pmea_00010750	4125
Pmea_00010751	1587
Pmea_00010752	672
Pmea_00010753	390
Pmea_00010754	534
Pmea_00010755	984
Pmea_00010756	17700
Pmea_00010757	195
Pmea_00010758	3279
Pmea_00010759	1668
Pmea_00010760	363
Pmea_00010761	411
Pmea_00010762	732
Pmea_00010763	1119
Pmea_00010764	819
Pmea_00010765	540
Pmea_00010766	744
Pmea_00010767	390
Pmea_00010768	525
Pmea_00010769	4281
Pmea_00010770	7722
Pmea_00010771	444
Pmea_00010772	19593
Pmea_00010773	459
Pmea_00010774	192
Pmea_00010775	273
Pmea_00010776	936
Pmea_00010777	7890
Pmea_00010778	393
Pmea_00010779	20718
Pmea_00010780	348
Pmea_00010781	366
Pmea_00010782	747
Pmea_00010783	480
Pmea_00010784	975
Pmea_00010785	19962
Pmea_00010786	8841
Pmea_00010787	984
Pmea_00010788	879
Pmea_00010789	3252
Pmea_00010790	2019
Pmea_00010791	390
Pmea_00010792	804
Pmea_00010793	1500
Pmea_00010794	8910
Pmea_00010795	504
Pmea_00010796	1257
Pmea_00010797	1287
Pmea_00010798	3306
Pmea_00010799	3192
Pmea_00010800	402
Pmea_00010801	528
Pmea_00010802	243
Pmea_00010803	3198
Pmea_00010804	3252
Pmea_00010805	900
Pmea_00010806	333
Pmea_00010807	615
Pmea_00010808	1539
Pmea_00010809	1212
Pmea_00010810	4602
Pmea_00010811	264
Pmea_00010812	435
Pmea_00010813	837
Pmea_00010814	8691
Pmea_00010815	636
Pmea_00010816	1401
Pmea_00010817	312
Pmea_00010818	2208
Pmea_00010819	15774
Pmea_00010820	831
Pmea_00010821	234
Pmea_00010822	12771
Pmea_00010823	3633
Pmea_00010824	417
Pmea_00010825	13086
Pmea_00010826	402
Pmea_00010827	795
Pmea_00010828	1206
Pmea_00010829	378
Pmea_00010830	285
Pmea_00010831	5553
Pmea_00010832	3126
Pmea_00010833	9033
Pmea_00010834	1311
Pmea_00010835	270
Pmea_00010836	1629
Pmea_00010837	5178
Pmea_00010838	2730
Pmea_00010839	5160
Pmea_00010840	1056
Pmea_00010841	588
Pmea_00010842	237
Pmea_00010843	1122
Pmea_00010844	447
Pmea_00010845	1200
Pmea_00010846	1095
Pmea_00010847	372
Pmea_00010848	447
Pmea_00010849	687
Pmea_00010850	666
Pmea_00010851	333
Pmea_00010852	222
Pmea_00010853	465
Pmea_00010854	1296
Pmea_00010855	1065
Pmea_00010856	1698
Pmea_00010857	306
Pmea_00010858	576
Pmea_00010859	1317
Pmea_00010860	945
Pmea_00010861	4476
Pmea_00010862	2424
Pmea_00010863	2067
Pmea_00010864	2145
Pmea_00010865	612
Pmea_00010866	1494
Pmea_00010867	1473
Pmea_00010868	648
Pmea_00010869	450
Pmea_00010870	1104
Pmea_00010871	1479
Pmea_00010872	426
Pmea_00010873	2529
Pmea_00010874	2268
Pmea_00010875	1692
Pmea_00010876	1707
Pmea_00010877	1014
Pmea_00010878	1230
Pmea_00010879	1059
Pmea_00010880	444
Pmea_00010881	969
Pmea_00010882	2328
Pmea_00010883	1587
Pmea_00010884	3183
Pmea_00010885	432
Pmea_00010886	1392
Pmea_00010887	861
Pmea_00010888	870
Pmea_00010889	2874
Pmea_00010890	1014
Pmea_00010891	447
Pmea_00010892	990
Pmea_00010893	2163
Pmea_00010894	1623
Pmea_00010895	3201
Pmea_00010896	2991
Pmea_00010897	3006
Pmea_00010898	351
Pmea_00010899	2445
Pmea_00010900	258
Pmea_00010901	1173
Pmea_00010902	3717
Pmea_00010903	1572
Pmea_00010904	1167
Pmea_00010905	1605
Pmea_00010906	1929
Pmea_00010907	273
Pmea_00010908	5034
Pmea_00010909	5397
Pmea_00010910	1263
Pmea_00010911	969
Pmea_00010912	2265
Pmea_00010913	5319
Pmea_00010914	2259
Pmea_00010915	2670
Pmea_00010916	3174
Pmea_00010917	1302
Pmea_00010918	726
Pmea_00010919	687
Pmea_00010920	3066
Pmea_00010921	1881
Pmea_00010922	2382
Pmea_00010923	5829
Pmea_00010924	2766
Pmea_00010925	3156
Pmea_00010926	4377
Pmea_00010927	828
Pmea_00010928	1833
Pmea_00010929	783
Pmea_00010930	1374
Pmea_00010931	1590
Pmea_00010932	1971
Pmea_00010933	1011
Pmea_00010934	750
Pmea_00010935	3402
Pmea_00010936	4710
Pmea_00010937	744
Pmea_00010938	402
Pmea_00010939	822
Pmea_00010940	1377
Pmea_00010941	396
Pmea_00010942	2703
Pmea_00010943	564
Pmea_00010944	4179
Pmea_00010945	1284
Pmea_00010946	513
Pmea_00010947	3546
Pmea_00010948	1095
Pmea_00010949	1074
Pmea_00010950	1929
Pmea_00010951	420
Pmea_00010952	744
Pmea_00010953	1716
Pmea_00010954	1290
Pmea_00010955	1614
Pmea_00010956	636
Pmea_00010957	1029
Pmea_00010958	348
Pmea_00010959	7074
Pmea_00010960	738
Pmea_00010961	1026
Pmea_00010962	303
Pmea_00010963	1995
Pmea_00010964	2304
Pmea_00010965	2226
Pmea_00010966	324
Pmea_00010967	2244
Pmea_00010968	624
Pmea_00010969	2265
Pmea_00010970	1152
Pmea_00010971	1548
Pmea_00010972	711
Pmea_00010973	1107
Pmea_00010974	3600
Pmea_00010975	2211
Pmea_00010976	1827
Pmea_00010977	1806
Pmea_00010978	1293
Pmea_00010979	693
Pmea_00010980	1347
Pmea_00010981	405
Pmea_00010982	303
Pmea_00010983	729
Pmea_00010984	1389
Pmea_00010985	252
Pmea_00010986	282
Pmea_00010987	1494
Pmea_00010988	6390
Pmea_00010989	1851
Pmea_00010990	1386
Pmea_00010991	2508
Pmea_00010992	642
Pmea_00010993	1056
Pmea_00010994	708
Pmea_00010995	309
Pmea_00010996	249
Pmea_00010997	1053
Pmea_00010998	711
Pmea_00010999	570
Pmea_00011000	1134
Pmea_00011001	489
Pmea_00011002	4266
Pmea_00011003	1314
Pmea_00011004	639
Pmea_00011005	960
Pmea_00011006	3177
Pmea_00011007	474
Pmea_00011008	267
Pmea_00011009	462
Pmea_00011010	1053
Pmea_00011011	1248
Pmea_00011012	1371
Pmea_00011013	1107
Pmea_00011014	309
Pmea_00011015	708
Pmea_00011016	1050
Pmea_00011017	8487
Pmea_00011018	3876
Pmea_00011019	921
Pmea_00011020	5091
Pmea_00011021	2805
Pmea_00011022	1815
Pmea_00011023	1071
Pmea_00011024	651
Pmea_00011025	282
Pmea_00011026	1272
Pmea_00011027	2352
Pmea_00011028	1506
Pmea_00011029	879
Pmea_00011030	516
Pmea_00011031	195
Pmea_00011032	186
Pmea_00011033	4029
Pmea_00011034	336
Pmea_00011035	1173
Pmea_00011036	1707
Pmea_00011037	1464
Pmea_00011038	402
Pmea_00011039	654
Pmea_00011040	678
Pmea_00011041	1767
Pmea_00011042	1329
Pmea_00011043	1425
Pmea_00011044	3153
Pmea_00011045	2835
Pmea_00011046	2088
Pmea_00011047	975
Pmea_00011048	3078
Pmea_00011049	4116
Pmea_00011050	1536
Pmea_00011051	180
Pmea_00011052	789
Pmea_00011053	1272
Pmea_00011054	1971
Pmea_00011055	789
Pmea_00011056	1236
Pmea_00011057	1191
Pmea_00011058	1209
Pmea_00011059	2421
Pmea_00011060	597
Pmea_00011061	402
Pmea_00011062	327
Pmea_00011063	3534
Pmea_00011064	3150
Pmea_00011065	1506
Pmea_00011066	678
Pmea_00011067	735
Pmea_00011068	519
Pmea_00011069	444
Pmea_00011070	3519
Pmea_00011071	888
Pmea_00011072	348
Pmea_00011073	936
Pmea_00011074	678
Pmea_00011075	3660
Pmea_00011076	1374
Pmea_00011077	1308
Pmea_00011078	426
Pmea_00011079	999
Pmea_00011080	384
Pmea_00011081	909
Pmea_00011082	525
Pmea_00011083	873
Pmea_00011084	9021
Pmea_00011085	195
Pmea_00011086	876
Pmea_00011087	342
Pmea_00011088	324
Pmea_00011089	303
Pmea_00011090	2640
Pmea_00011091	2280
Pmea_00011092	1038
Pmea_00011093	2505
Pmea_00011094	324
Pmea_00011095	1263
Pmea_00011096	1173
Pmea_00011097	1887
Pmea_00011098	1737
Pmea_00011099	1491
Pmea_00011100	987
Pmea_00011101	219
Pmea_00011102	189
Pmea_00011103	1659
Pmea_00011104	1683
Pmea_00011105	1167
Pmea_00011106	402
Pmea_00011107	1557
Pmea_00011108	3324
Pmea_00011109	1446
Pmea_00011110	1722
Pmea_00011111	855
Pmea_00011112	531
Pmea_00011113	264
Pmea_00011114	312
Pmea_00011115	1050
Pmea_00011116	261
Pmea_00011117	756
Pmea_00011118	1266
Pmea_00011119	1140
Pmea_00011120	870
Pmea_00011121	900
Pmea_00011122	1578
Pmea_00011123	333
Pmea_00011124	300
Pmea_00011125	1194
Pmea_00011126	687
Pmea_00011127	330
Pmea_00011128	1752
Pmea_00011129	507
Pmea_00011130	411
Pmea_00011131	531
Pmea_00011132	438
Pmea_00011133	471
Pmea_00011134	303
Pmea_00011135	1854
Pmea_00011136	336
Pmea_00011137	1953
Pmea_00011138	666
Pmea_00011139	408
Pmea_00011140	948
Pmea_00011141	915
Pmea_00011142	2796
Pmea_00011143	357
Pmea_00011144	1485
Pmea_00011145	321
Pmea_00011146	585
Pmea_00011147	252
Pmea_00011148	2418
Pmea_00011149	1251
Pmea_00011150	3807
Pmea_00011151	630
Pmea_00011152	354
Pmea_00011153	366
Pmea_00011154	894
Pmea_00011155	1053
Pmea_00011156	885
Pmea_00011157	1983
Pmea_00011158	522
Pmea_00011159	450
Pmea_00011160	708
Pmea_00011161	3678
Pmea_00011162	1806
Pmea_00011163	1320
Pmea_00011164	3576
Pmea_00011165	1368
Pmea_00011166	750
Pmea_00011167	1044
Pmea_00011168	483
Pmea_00011169	192
Pmea_00011170	255
Pmea_00011171	882
Pmea_00011172	891
Pmea_00011173	633
Pmea_00011174	1377
Pmea_00011175	183
Pmea_00011176	408
Pmea_00011177	534
Pmea_00011178	2007
Pmea_00011179	1209
Pmea_00011180	492
Pmea_00011181	1494
Pmea_00011182	222
Pmea_00011183	2106
Pmea_00011184	2247
Pmea_00011185	618
Pmea_00011186	828
Pmea_00011187	321
Pmea_00011188	2772
Pmea_00011189	4200
Pmea_00011190	2010
Pmea_00011191	588
Pmea_00011192	375
Pmea_00011193	273
Pmea_00011194	1860
Pmea_00011195	507
Pmea_00011196	633
Pmea_00011197	573
Pmea_00011198	474
Pmea_00011199	969
Pmea_00011200	249
Pmea_00011201	987
Pmea_00011202	315
Pmea_00011203	987
Pmea_00011204	1278
Pmea_00011205	435
Pmea_00011206	348
Pmea_00011207	2619
Pmea_00011208	348
Pmea_00011209	1800
Pmea_00011210	2073
Pmea_00011211	864
Pmea_00011212	357
Pmea_00011213	1374
Pmea_00011214	2163
Pmea_00011215	1347
Pmea_00011216	687
Pmea_00011217	2313
Pmea_00011218	2130
Pmea_00011219	1074
Pmea_00011220	867
Pmea_00011221	492
Pmea_00011222	1632
Pmea_00011223	468
Pmea_00011224	1461
Pmea_00011225	324
Pmea_00011226	237
Pmea_00011227	618
Pmea_00011228	1659
Pmea_00011229	1797
Pmea_00011230	834
Pmea_00011231	1137
Pmea_00011232	1839
Pmea_00011233	228
Pmea_00011234	177
Pmea_00011235	513
Pmea_00011236	177
Pmea_00011237	969
Pmea_00011238	1467
Pmea_00011239	561
Pmea_00011240	1515
Pmea_00011241	801
Pmea_00011242	297
Pmea_00011243	621
Pmea_00011244	5235
Pmea_00011245	1044
Pmea_00011246	351
Pmea_00011247	195
Pmea_00011248	546
Pmea_00011249	732
Pmea_00011250	507
Pmea_00011251	417
Pmea_00011252	1056
Pmea_00011253	1470
Pmea_00011254	414
Pmea_00011255	615
Pmea_00011256	417
Pmea_00011257	510
Pmea_00011258	714
Pmea_00011259	687
Pmea_00011260	273
Pmea_00011261	639
Pmea_00011262	1254
Pmea_00011263	777
Pmea_00011264	1077
Pmea_00011265	477
Pmea_00011266	510
Pmea_00011267	471
Pmea_00011268	471
Pmea_00011269	1782
Pmea_00011270	3621
Pmea_00011271	297
Pmea_00011272	222
Pmea_00011273	411
Pmea_00011274	3480
Pmea_00011275	558
Pmea_00011276	687
Pmea_00011277	1755
Pmea_00011278	1788
Pmea_00011279	1725
Pmea_00011280	2655
Pmea_00011281	180
Pmea_00011282	213
Pmea_00011283	984
Pmea_00011284	972
Pmea_00011285	1503
Pmea_00011286	954
Pmea_00011287	276
Pmea_00011288	306
Pmea_00011289	1251
Pmea_00011290	660
Pmea_00011291	2088
Pmea_00011292	2088
Pmea_00011293	1620
Pmea_00011294	1305
Pmea_00011295	417
Pmea_00011296	531
Pmea_00011297	957
Pmea_00011298	996
Pmea_00011299	132
Pmea_00011300	1305
Pmea_00011301	972
Pmea_00011302	2925
Pmea_00011303	927
Pmea_00011304	693
Pmea_00011305	549
Pmea_00011306	1149
Pmea_00011307	3579
Pmea_00011308	567
Pmea_00011309	2541
Pmea_00011310	2331
Pmea_00011311	1872
Pmea_00011312	2589
Pmea_00011313	564
Pmea_00011314	387
Pmea_00011315	942
Pmea_00011316	981
Pmea_00011317	6219
Pmea_00011318	975
Pmea_00011319	1140
Pmea_00011320	3264
Pmea_00011321	9930
Pmea_00011322	1176
Pmea_00011323	1668
Pmea_00011324	1290
Pmea_00011325	633
Pmea_00011326	633
Pmea_00011327	633
Pmea_00011328	633
Pmea_00011329	633
Pmea_00011330	633
Pmea_00011331	633
Pmea_00011332	633
Pmea_00011333	633
Pmea_00011334	633
Pmea_00011335	633
Pmea_00011336	633
Pmea_00011337	465
Pmea_00011338	633
Pmea_00011339	675
Pmea_00011340	588
Pmea_00011341	564
Pmea_00011342	13809
Pmea_00011343	2625
Pmea_00011344	3186
Pmea_00011345	339
Pmea_00011346	4131
Pmea_00011347	4830
Pmea_00011348	6930
Pmea_00011349	5727
Pmea_00011350	2232
Pmea_00011351	1437
Pmea_00011352	2778
Pmea_00011353	2733
Pmea_00011354	189
Pmea_00011355	498
Pmea_00011356	3405
Pmea_00011357	243
Pmea_00011358	432
Pmea_00011359	1533
Pmea_00011360	1725
Pmea_00011361	1509
Pmea_00011362	396
Pmea_00011363	2955
Pmea_00011364	420
Pmea_00011365	1683
Pmea_00011366	2514
Pmea_00011367	4251
Pmea_00011368	843
Pmea_00011369	525
Pmea_00011370	4683
Pmea_00011371	4002
Pmea_00011372	576
Pmea_00011373	309
Pmea_00011374	954
Pmea_00011375	654
Pmea_00011376	549
Pmea_00011377	1491
Pmea_00011378	939
Pmea_00011379	516
Pmea_00011380	801
Pmea_00011381	1755
Pmea_00011382	933
Pmea_00011383	765
Pmea_00011384	1371
Pmea_00011385	780
Pmea_00011386	213
Pmea_00011387	909
Pmea_00011388	6438
Pmea_00011389	321
Pmea_00011390	1884
Pmea_00011391	141
Pmea_00011392	222
Pmea_00011393	2211
Pmea_00011394	471
Pmea_00011395	1944
Pmea_00011396	327
Pmea_00011397	327
Pmea_00011398	345
Pmea_00011399	882
Pmea_00011400	885
Pmea_00011401	696
Pmea_00011402	450
Pmea_00011403	357
Pmea_00011404	564
Pmea_00011405	435
Pmea_00011406	1935
Pmea_00011407	276
Pmea_00011408	375
Pmea_00011409	741
Pmea_00011410	2682
Pmea_00011411	477
Pmea_00011412	843
Pmea_00011413	1026
Pmea_00011414	1482
Pmea_00011415	3027
Pmea_00011416	2352
Pmea_00011417	1950
Pmea_00011418	894
Pmea_00011419	801
Pmea_00011420	1392
Pmea_00011421	168
Pmea_00011422	804
Pmea_00011423	426
Pmea_00011424	384
Pmea_00011425	192
Pmea_00011426	1743
Pmea_00011427	3555
Pmea_00011428	3633
Pmea_00011429	498
